41.9
41.9
41.9
41.9
41.8
41.8
42.2
42.2
42.1
42.1
42.5
41.8
42
42
41.9
41.9
41.8
41.9
41.9
41.8
41.9
41.9
41.8
41.9
42
42.6
44.6
48.5
53.9
59.2
63.1
65.2
65.7
64.6
62.7
60.4
58.1
55.9
54
52.2
50.7
49.6
48.5
47.6
46.8
46.1
45.6
45.3
44.7
44.4
44.2
43.8
43.6
43.5
43.2
43
43
42.8
42.7
42.7
42.5
42.7
42.7
42.7
42.7
42.7
42.7
42.7
42.7
42.7
42.7
42.7
42.7
42.7
42.7
42.7
42.7
42.7
42.7
42.7
42.7
42.7
42.7
42.7
42.5
42.5
42.5
42.5
42.5
42.5
42.5
42.5
42.5
42.5
42.5
42.5
42.5
42.3
42.3
42.4
42.2
42.2
42.2
42.2
42.1
42.2
42.1
42
42.2
42
42.1
42.1
42.3
41.9
41.9
